event_label,tournament,player,best_odds,best_decimal,best_implied_raw,best_book,dk_odds,dk_implied_raw,avg_novig_prob
open,The Open Winner,Matthew Jordan,40000,401.0,0.002494,draftkings,40000.0,0.002494,0.0016676652152050413
open,The Open Winner,Stewart Cink,75000,751.0,0.001332,draftkings,75000.0,0.001332,0.0015813172080666826
open,The Open Winner,Zach Johnson,75000,751.0,0.001332,draftkings,75000.0,0.001332,0.0015813172080666826
open,The Open Winner,Padraig Harrington,50000,501.0,0.001996,draftkings,50000.0,0.001996,0.001484706151812746
open,The Open Winner,Antoine Rozner,50000,501.0,0.001996,draftkings,50000.0,0.001996,0.0013346671088810193
open,The Open Winner,Jesper Svensson,50000,501.0,0.001996,draftkings,50000.0,0.001996,0.0013346671088810193
open,The Open Winner,Matthias Schwab,50000,501.0,0.001996,draftkings,50000.0,0.001996,0.0013346671088810193
open,The Open Winner,Ernie Els,75000,751.0,0.001332,espnbet,,,0.0008352903919656605
open,The Open Winner,Darren Clarke,100000,1001.0,0.000999,draftkings,100000.0,0.000999,0.0007516463086512016
open,The Open Winner,Justin Leonard,100000,1001.0,0.000999,draftkings,100000.0,0.000999,0.0006680022253367428
pga_champ,PGA Championship Winner,Scottie Scheffler,400,5.0,0.2,bovada,350.0,0.222222,0.141086411315627
pga_champ,PGA Championship Winner,Rory McIlroy,850,9.5,0.105263,lowvig,650.0,0.133333,0.0818345301255109
pga_champ,PGA Championship Winner,Bryson DeChambeau,1200,13.0,0.076923,lowvig,1000.0,0.090909,0.06046135781658945
pga_champ,PGA Championship Winner,Jon Rahm,1600,17.0,0.058824,lowvig,1200.0,0.076923,0.043401008062230385
pga_champ,PGA Championship Winner,Xander Schauffele,2000,21.0,0.047619,bovada,1600.0,0.058824,0.034762116085742825
pga_champ,PGA Championship Winner,Ludvig Aberg,2200,23.0,0.043478,espnbet,2200.0,0.043478,0.0293144493930614
pga_champ,PGA Championship Winner,Tommy Fleetwood,3000,31.0,0.032258,fanduel,1800.0,0.052632,0.029025428800151083
pga_champ,PGA Championship Winner,Justin Thomas,3300,34.0,0.029412,lowvig,2500.0,0.038462,0.025570164057293662
pga_champ,PGA Championship Winner,Collin Morikawa,3000,31.0,0.032258,lowvig,2200.0,0.043478,0.0251083150850722
pga_champ,PGA Championship Winner,Viktor Hovland,3500,36.0,0.027778,bovada,3500.0,0.027778,0.01928269046565815
pga_champ,PGA Championship Winner,Christopher Gotterup,5000,51.0,0.019608,betrivers,4000.0,0.02439,0.017723117701900087
pga_champ,PGA Championship Winner,Justin Rose,4500,46.0,0.021739,betmgm,4500.0,0.021739,0.017144265147469008
pga_champ,PGA Championship Winner,Joaquin Niemann,4500,46.0,0.021739,betmgm,3500.0,0.027778,0.01696272152733249
pga_champ,PGA Championship Winner,Cameron Young,5000,51.0,0.019608,bovada,4500.0,0.021739,0.016256021289056913
pga_champ,PGA Championship Winner,Tyrrell Hatton,5000,51.0,0.019608,lowvig,3500.0,0.027778,0.0159729149697145
pga_champ,PGA Championship Winner,Brooks Koepka,5000,51.0,0.019608,bovada,4000.0,0.02439,0.015322287100733578
pga_champ,PGA Championship Winner,Hideki Matsuyama,5000,51.0,0.019608,bovada,4000.0,0.02439,0.015047219710882222
pga_champ,PGA Championship Winner,Patrick Cantlay,6000,61.0,0.016393,lowvig,4500.0,0.021739,0.014965857313760194
pga_champ,PGA Championship Winner,Patrick Reed,6600,67.0,0.014925,betmgm,4000.0,0.02439,0.013120746908032757
pga_champ,PGA Championship Winner,Jordan Spieth,6000,61.0,0.016393,lowvig,5000.0,0.019608,0.012903804387273073
pga_champ,PGA Championship Winner,Matthew Fitzpatrick,8000,81.0,0.012346,bovada,6000.0,0.016393,0.01222089593485788
pga_champ,PGA Championship Winner,Shane Lowry,6000,61.0,0.016393,lowvig,6000.0,0.016393,0.011920432649991649
pga_champ,PGA Championship Winner,Ben Griffin,7000,71.0,0.014085,lowvig,5000.0,0.019608,0.011203483989185309
pga_champ,PGA Championship Winner,Sepp Straka,7000,71.0,0.014085,draftkings,7000.0,0.014085,0.011153825252882088
pga_champ,PGA Championship Winner,Russell Henley,7000,71.0,0.014085,draftkings,7000.0,0.014085,0.01098864663485603
pga_champ,PGA Championship Winner,Robert Macintyre,8000,81.0,0.012346,fanduel,6600.0,0.014925,0.010679920805367015
pga_champ,PGA Championship Winner,Corey Conners,8000,81.0,0.012346,lowvig,6000.0,0.016393,0.01041353333259341
pga_champ,PGA Championship Winner,Si Woo Kim,8000,81.0,0.012346,draftkings,8000.0,0.012346,0.009885064199988653
pga_champ,PGA Championship Winner,Sam Burns,8000,81.0,0.012346,bovada,8000.0,0.012346,0.009078541140053175
pga_champ,PGA Championship Winner,Jason Day,8000,81.0,0.012346,bovada,8000.0,0.012346,0.008509488657239763
pga_champ,PGA Championship Winner,Sungjae Im,10000,101.0,0.009901,lowvig,8000.0,0.012346,0.008060118767558693
pga_champ,PGA Championship Winner,J. J. Spaun,12500,126.0,0.007937,bovada,8000.0,0.012346,0.007950525179398059
pga_champ,PGA Championship Winner,Harris English,10000,101.0,0.009901,bovada,8000.0,0.012346,0.007946757054617736
pga_champ,PGA Championship Winner,Marco Penge,10000,101.0,0.009901,lowvig,,,0.0075843801496618376
pga_champ,PGA Championship Winner,Tony Finau,15000,151.0,0.006623,lowvig,8000.0,0.012346,0.0074816084132317655
pga_champ,PGA Championship Winner,Max Homa,10000,101.0,0.009901,espnbet,9000.0,0.010989,0.007394707491723519
pga_champ,PGA Championship Winner,Daniel Berger,12500,126.0,0.007937,lowvig,8000.0,0.012346,0.0073414303141439465
pga_champ,PGA Championship Winner,Maverick Mcnealy,12500,126.0,0.007937,lowvig,8000.0,0.012346,0.007304508277082162
pga_champ,PGA Championship Winner,Min Woo Lee,10000,101.0,0.009901,lowvig,9000.0,0.010989,0.007257828943915368
pga_champ,PGA Championship Winner,Cameron Smith,11000,111.0,0.009009,lowvig,10000.0,0.009901,0.007168792263028538
pga_champ,PGA Championship Winner,Wyndham Clark,12500,126.0,0.007937,lowvig,8000.0,0.012346,0.007165247873540405
pga_champ,PGA Championship Winner,Akshay Bhatia,12000,121.0,0.008264,draftkings,12000.0,0.008264,0.0070311814251145625
pga_champ,PGA Championship Winner,Keegan Bradley,11000,111.0,0.009009,draftkings,11000.0,0.009009,0.006628804600942502
pga_champ,PGA Championship Winner,Will Zalatoris,12500,126.0,0.007937,espnbet,11000.0,0.009009,0.006236893975757593
pga_champ,PGA Championship Winner,Michael Brennan,10000,101.0,0.009901,espnbet,,,0.006166787913818188
pga_champ,PGA Championship Winner,Dustin Johnson,20000,201.0,0.004975,lowvig,13000.0,0.007634,0.005771437540525788
pga_champ,PGA Championship Winner,Adam Scott,12500,126.0,0.007937,bovada,12000.0,0.008264,0.005686888387532982
pga_champ,PGA Championship Winner,Aaron Rai,13000,131.0,0.007634,draftkings,13000.0,0.007634,0.005596696965240001
pga_champ,PGA Championship Winner,Joohyung Kim,17500,176.0,0.005682,lowvig,15000.0,0.006623,0.005484876033399212
pga_champ,PGA Championship Winner,Alexander Noren,15000,151.0,0.006623,draftkings,15000.0,0.006623,0.005363168193704887
pga_champ,PGA Championship Winner,Brian Harman,15000,151.0,0.006623,lowvig,15000.0,0.006623,0.005271867103215026
pga_champ,PGA Championship Winner,Denny McCarthy,17500,176.0,0.005682,lowvig,15000.0,0.006623,0.005104983581239642
pga_champ,PGA Championship Winner,David Puig,15000,151.0,0.006623,betmgm,10000.0,0.009901,0.005069854956480868
pga_champ,PGA Championship Winner,Michael Thorbjornsen,15000,151.0,0.006623,lowvig,,,0.004828489481285471
pga_champ,PGA Championship Winner,Davis Thompson,17000,171.0,0.005848,draftkings,17000.0,0.005848,0.0047529375586265405
pga_champ,PGA Championship Winner,Taylor Pendrith,15000,151.0,0.006623,bovada,14000.0,0.007092,0.004746513812969733
pga_champ,PGA Championship Winner,Sahith Theegala,25000,251.0,0.003984,lowvig,13000.0,0.007634,0.004717261258938814
pga_champ,PGA Championship Winner,Rasmus Hojgaard,17500,176.0,0.005682,lowvig,15000.0,0.006623,0.004383072085498639
pga_champ,PGA Championship Winner,Keith Mitchell,25000,251.0,0.003984,lowvig,15000.0,0.006623,0.004337955810070527
pga_champ,PGA Championship Winner,Dean Burmester,15000,151.0,0.006623,bovada,12000.0,0.008264,0.004278625723226708
pga_champ,PGA Championship Winner,Kurt Kitayama,25000,251.0,0.003984,betmgm,,,0.00427489624869676
pga_champ,PGA Championship Winner,Rasmus Neergaard-Petersen,25000,251.0,0.003984,draftkings,25000.0,0.003984,0.004227040784360725
pga_champ,PGA Championship Winner,J.T. Poston,20000,201.0,0.004975,lowvig,15000.0,0.006623,0.004207235771523204
pga_champ,PGA Championship Winner,Sergio Garcia,15000,151.0,0.006623,bovada,14000.0,0.007092,0.004159201738121691
pga_champ,PGA Championship Winner,Andrew Novak,18000,181.0,0.005525,draftkings,18000.0,0.005525,0.004146250976562026
pga_champ,PGA Championship Winner,Ryan Fox,17500,176.0,0.005682,lowvig,,,0.004139097736996655
pga_champ,PGA Championship Winner,Aldrich Potgieter,15000,151.0,0.006623,espnbet,,,0.004125102146572857
pga_champ,PGA Championship Winner,Sami Välimäki,15000,151.0,0.006623,espnbet,,,0.004125102146572857
pga_champ,PGA Championship Winner,Thomas Detry,20000,201.0,0.004975,draftkings,20000.0,0.004975,0.004079887568168587
pga_champ,PGA Championship Winner,Rickie Fowler,17500,176.0,0.005682,lowvig,17000.0,0.005848,0.004068633385631974
pga_champ,PGA Championship Winner,Harry Hall,15000,151.0,0.006623,bovada,15000.0,0.006623,0.004034410281543389
pga_champ,PGA Championship Winner,Nick Taylor,30000,301.0,0.003322,draftkings,30000.0,0.003322,0.003950196419408891
pga_champ,PGA Championship Winner,Michael Kim,20000,201.0,0.004975,lowvig,15000.0,0.006623,0.003923871559154601
pga_champ,PGA Championship Winner,Byeong Hun An,25000,251.0,0.003984,lowvig,12000.0,0.008264,0.003911133139364952
pga_champ,PGA Championship Winner,Max Greyserman,20000,201.0,0.004975,draftkings,20000.0,0.004975,0.003805192385019526
pga_champ,PGA Championship Winner,Gary Woodland,20000,201.0,0.004975,espnbet,20000.0,0.004975,0.003772409774667435
pga_champ,PGA Championship Winner,Nicolai Hojgaard,20000,201.0,0.004975,bovada,15000.0,0.006623,0.003710410817336427
pga_champ,PGA Championship Winner,Bud Cauley,20000,201.0,0.004975,draftkings,20000.0,0.004975,0.0036985557978350824
pga_champ,PGA Championship Winner,Jake Knapp,20000,201.0,0.004975,draftkings,20000.0,0.004975,0.0036985557978350824
pga_champ,PGA Championship Winner,Mackenzie Hughes,30000,301.0,0.003322,lowvig,20000.0,0.004975,0.0034398622485958793
pga_champ,PGA Championship Winner,Stephan Jaeger,20000,201.0,0.004975,bovada,20000.0,0.004975,0.003438396193330926
pga_champ,PGA Championship Winner,Ryan Gerard,25000,251.0,0.003984,bovada,25000.0,0.003984,0.0032933501696931337
pga_champ,PGA Championship Winner,William Mouw,20000,201.0,0.004975,espnbet,,,0.003098653658342136
pga_champ,PGA Championship Winner,Davis Riley,20000,201.0,0.004975,bovada,20000.0,0.004975,0.003047559890957083
pga_champ,PGA Championship Winner,Billy Horschel,20000,201.0,0.004975,draftkings,20000.0,0.004975,0.0030416433066422772
pga_champ,PGA Championship Winner,Taylor Moore,20000,201.0,0.004975,draftkings,20000.0,0.004975,0.0030416433066422772
pga_champ,PGA Championship Winner,Lucas Glover,20000,201.0,0.004975,bovada,20000.0,0.004975,0.003030528635162065
pga_champ,PGA Championship Winner,Sam Stevens,20000,201.0,0.004975,bovada,20000.0,0.004975,0.003030528635162065
pga_champ,PGA Championship Winner,Garrick Higgo,35000,351.0,0.002849,draftkings,35000.0,0.002849,0.003002508983922368
pga_champ,PGA Championship Winner,Thorbjorn Olesen,25000,251.0,0.003984,draftkings,25000.0,0.003984,0.002957346077115853
pga_champ,PGA Championship Winner,Matt McCarty,40000,401.0,0.002494,draftkings,40000.0,0.002494,0.00292496010126705
pga_champ,PGA Championship Winner,Cameron Davis,25000,251.0,0.003984,draftkings,25000.0,0.003984,0.0028285675955049463
pga_champ,PGA Championship Winner,Jhonattan Vegas,30000,301.0,0.003322,draftkings,30000.0,0.003322,0.0027949047961892595
pga_champ,PGA Championship Winner,Tom McKibbin,25000,251.0,0.003984,draftkings,25000.0,0.003984,0.002754968887824779
pga_champ,PGA Championship Winner,Tiger Woods,40000,401.0,0.002494,lowvig,25000.0,0.003984,0.002749385223963818
pga_champ,PGA Championship Winner,Jacob Bridgeman,30000,301.0,0.003322,draftkings,30000.0,0.003322,0.002693655175471634
pga_champ,PGA Championship Winner,Patrick Rodgers,30000,301.0,0.003322,draftkings,30000.0,0.003322,0.0025033939692181324
pga_champ,PGA Championship Winner,Adam Schenk,25000,251.0,0.003984,espnbet,,,0.002481414306499511
pga_champ,PGA Championship Winner,Joe Highsmith,25000,251.0,0.003984,bovada,,,0.002442077553677001
pga_champ,PGA Championship Winner,Seamus Power,25000,251.0,0.003984,draftkings,25000.0,0.003984,0.002435760187670921
pga_champ,PGA Championship Winner,Tom Hoge,25000,251.0,0.003984,bovada,25000.0,0.003984,0.002426859514067471
pga_champ,PGA Championship Winner,Rico Hoey,25000,251.0,0.003984,bovada,,,0.002422409177265746
pga_champ,PGA Championship Winner,Victor Perez,25000,251.0,0.003984,bovada,,,0.002422409177265746
pga_champ,PGA Championship Winner,Erik van Rooyen,25000,251.0,0.003984,betmgm,25000.0,0.003984,0.0024093823856231266
pga_champ,PGA Championship Winner,Eugenio Lopez Chacarra,25000,251.0,0.003984,betmgm,,,0.0023830045835753324
pga_champ,PGA Championship Winner,Nico Echavarria,25000,251.0,0.003984,betmgm,,,0.0023830045835753324
pga_champ,PGA Championship Winner,Chris Kirk,30000,301.0,0.003322,draftkings,30000.0,0.003322,0.0022919470940341584
pga_champ,PGA Championship Winner,Ben Campbell,30000,301.0,0.003322,bovada,,,0.0022670808162914675
pga_champ,PGA Championship Winner,Eric Cole,30000,301.0,0.003322,draftkings,30000.0,0.003322,0.0022070137555731577
pga_champ,PGA Championship Winner,Ryo Hisatsune,45000,451.0,0.002217,draftkings,45000.0,0.002217,0.002165603431143789
pga_champ,PGA Championship Winner,Austin Eckroat,40000,401.0,0.002494,draftkings,40000.0,0.002494,0.0021232046713943052
pga_champ,PGA Championship Winner,Christiaan Bezuidenhout,40000,401.0,0.002494,draftkings,40000.0,0.002494,0.0021232046713943052
pga_champ,PGA Championship Winner,Matt Wallace,40000,401.0,0.002494,draftkings,40000.0,0.002494,0.0021232046713943052
pga_champ,PGA Championship Winner,Lee Hodges,35000,351.0,0.002849,draftkings,35000.0,0.002849,0.002062421063709661
pga_champ,PGA Championship Winner,Phil Mickelson,40000,401.0,0.002494,lowvig,30000.0,0.003322,0.002057690471684217
pga_champ,PGA Championship Winner,Kevin Yu,30000,301.0,0.003322,draftkings,30000.0,0.003322,0.0020310229275709835
pga_champ,PGA Championship Winner,Nicholas Dunlap,30000,301.0,0.003322,bovada,,,0.0020198903832522107
pga_champ,PGA Championship Winner,Adam Hadwin,30000,301.0,0.003322,betmgm,,,0.0019870334404209974
pga_champ,PGA Championship Winner,Matthieu Pavon,50000,501.0,0.001996,draftkings,50000.0,0.001996,0.0017533688008989938
pga_champ,PGA Championship Winner,Karl Vilips,35000,351.0,0.002849,draftkings,35000.0,0.002849,0.0017418375438439894
pga_champ,PGA Championship Winner,Laurie Canter,35000,351.0,0.002849,draftkings,35000.0,0.002849,0.0017418375438439894
pga_champ,PGA Championship Winner,Elvis Smylie,40000,401.0,0.002494,draftkings,40000.0,0.002494,0.0015247956596514249
pga_champ,PGA Championship Winner,Nicolas Echavarria,40000,401.0,0.002494,draftkings,40000.0,0.002494,0.0015247956596514249
pga_champ,PGA Championship Winner,Martin Kaymer,100000,1001.0,0.000999,draftkings,100000.0,0.000999,0.0014286944589519464
pga_champ,PGA Championship Winner,Beau Hossler,45000,451.0,0.002217,draftkings,45000.0,0.002217,0.0014236061455199938
pga_champ,PGA Championship Winner,Angel Cabrera,50000,501.0,0.001996,espnbet,,,0.0012431985330755584
pga_champ,PGA Championship Winner,Padraig Harrington,100000,1001.0,0.000999,draftkings,100000.0,0.000999,0.0008835667242786661
pga_champ,PGA Championship Winner,Vijay Singh,100000,1001.0,0.000999,draftkings,100000.0,0.000999,0.0008235941056097436
pga_champ,PGA Championship Winner,Jimmy Walker,100000,1001.0,0.000999,betmgm,100000.0,0.000999,0.0008171727712724257
pga_champ,PGA Championship Winner,Jason Dufner,100000,1001.0,0.000999,betmgm,100000.0,0.000999,0.0007482445960918837
pga_champ,PGA Championship Winner,Michael Block,100000,1001.0,0.000999,draftkings,100000.0,0.000999,0.0006107742036855548
us_open,US Open Winner,Scottie Scheffler,400,5.0,0.2,betmgm,320.0,0.238095,0.1563642911068632
us_open,US Open Winner,Rory McIlroy,900,10.0,0.1,betonlineag,800.0,0.111111,0.0714239451961128
us_open,US Open Winner,Bryson DeChambeau,1400,15.0,0.066667,betonlineag,1000.0,0.090909,0.059834802714616594
us_open,US Open Winner,Jon Rahm,1600,17.0,0.058824,betonlineag,1200.0,0.076923,0.04699610946084344
us_open,US Open Winner,Xander Schauffele,2000,21.0,0.047619,betonlineag,1800.0,0.052632,0.03270691197588413
us_open,US Open Winner,Tommy Fleetwood,2200,23.0,0.043478,betrivers,2000.0,0.047619,0.03162338099632186
us_open,US Open Winner,Ludvig Aberg,2500,26.0,0.038462,betonlineag,2000.0,0.047619,0.02984167914011123
us_open,US Open Winner,Collin Morikawa,3500,36.0,0.027778,betonlineag,2200.0,0.043478,0.022240161123753415
us_open,US Open Winner,Viktor Hovland,4000,41.0,0.02439,betonlineag,2800.0,0.034483,0.02033193518219947
us_open,US Open Winner,Tyrrell Hatton,4000,41.0,0.02439,betonlineag,3500.0,0.027778,0.01947119266091475
us_open,US Open Winner,Justin Thomas,4000,41.0,0.02439,betonlineag,3500.0,0.027778,0.01893286241427594
us_open,US Open Winner,Cameron Young,5000,51.0,0.019608,draftkings,5000.0,0.019608,0.016929176850321605
us_open,US Open Winner,Christopher Gotterup,4500,46.0,0.021739,draftkings,4500.0,0.021739,0.01657734776337049
us_open,US Open Winner,Brooks Koepka,5000,51.0,0.019608,espnbet,4000.0,0.02439,0.016346792455056432
us_open,US Open Winner,Hideki Matsuyama,5000,51.0,0.019608,betmgm,5000.0,0.019608,0.016047921480685682
us_open,US Open Winner,Justin Rose,5000,51.0,0.019608,betmgm,5000.0,0.019608,0.015428157393080389
us_open,US Open Winner,Joaquin Niemann,6000,61.0,0.016393,betonlineag,4000.0,0.02439,0.01434085101437776
us_open,US Open Winner,Robert Macintyre,5500,56.0,0.017857,betonlineag,5000.0,0.019608,0.013878377645598561
us_open,US Open Winner,Shane Lowry,6000,61.0,0.016393,betonlineag,5500.0,0.017857,0.013754014319271713
us_open,US Open Winner,Patrick Reed,6600,67.0,0.014925,betmgm,4000.0,0.02439,0.01354119923470804
us_open,US Open Winner,Patrick Cantlay,8000,81.0,0.012346,betonlineag,4500.0,0.021739,0.01347601699558643
us_open,US Open Winner,Ben Griffin,5000,51.0,0.019608,betonlineag,5000.0,0.019608,0.013284060845092106
us_open,US Open Winner,Russell Henley,5500,56.0,0.017857,draftkings,5500.0,0.017857,0.012935808401212367
us_open,US Open Winner,Sepp Straka,9000,91.0,0.010989,draftkings,9000.0,0.010989,0.012493395543001119
us_open,US Open Winner,Jordan Spieth,7500,76.0,0.013158,betonlineag,5000.0,0.019608,0.011715645792634372
us_open,US Open Winner,Matthew Fitzpatrick,6600,67.0,0.014925,betrivers,6500.0,0.015152,0.01146719650347969
us_open,US Open Winner,Sam Burns,8000,81.0,0.012346,betonlineag,5500.0,0.017857,0.011384950480150011
us_open,US Open Winner,Corey Conners,10000,101.0,0.009901,betonlineag,6000.0,0.016393,0.01028652186558634
us_open,US Open Winner,Si Woo Kim,12500,126.0,0.007937,fanduel,8000.0,0.012346,0.009957010031084023
us_open,US Open Winner,J. J. Spaun,8000,81.0,0.012346,betmgm,8000.0,0.012346,0.008846493120722177
us_open,US Open Winner,Min Woo Lee,10000,101.0,0.009901,betonlineag,9000.0,0.010989,0.007709466601120408
us_open,US Open Winner,Harris English,12500,126.0,0.007937,betonlineag,8000.0,0.012346,0.007381237628964844
us_open,US Open Winner,Jason Day,10000,101.0,0.009901,betonlineag,10000.0,0.009901,0.007323706209881938
us_open,US Open Winner,Maverick Mcnealy,13500,136.0,0.007353,betonlineag,9000.0,0.010989,0.007286926323656763
us_open,US Open Winner,Adam Scott,10000,101.0,0.009901,betonlineag,10000.0,0.009901,0.007226206809619747
us_open,US Open Winner,Wyndham Clark,13500,136.0,0.007353,betonlineag,9000.0,0.010989,0.007147672607802824
us_open,US Open Winner,Tony Finau,15000,151.0,0.006623,betonlineag,9000.0,0.010989,0.0068429998804685034
us_open,US Open Winner,Will Zalatoris,12500,126.0,0.007937,betonlineag,11000.0,0.009009,0.006726653710682198
us_open,US Open Winner,Akshay Bhatia,12500,126.0,0.007937,espnbet,12000.0,0.008264,0.006688233581304858
us_open,US Open Winner,Marco Penge,12500,126.0,0.007937,betonlineag,,,0.00667011910263677
us_open,US Open Winner,Keegan Bradley,13500,136.0,0.007353,betonlineag,10000.0,0.009901,0.0062862774680756345
us_open,US Open Winner,Cameron Smith,12000,121.0,0.008264,draftkings,12000.0,0.008264,0.006273778619798562
us_open,US Open Winner,David Puig,10000,101.0,0.009901,draftkings,10000.0,0.009901,0.00622560704541782
us_open,US Open Winner,Sungjae Im,15000,151.0,0.006623,betonlineag,10000.0,0.009901,0.0061303801557132664
us_open,US Open Winner,Michael Brennan,10000,101.0,0.009901,espnbet,,,0.006129086573579991
us_open,US Open Winner,Rasmus Neergaard-Petersen,25000,251.0,0.003984,draftkings,25000.0,0.003984,0.005958630754573875
us_open,US Open Winner,Joohyung Kim,15000,151.0,0.006623,draftkings,15000.0,0.006623,0.005954509252503045
us_open,US Open Winner,Daniel Berger,15000,151.0,0.006623,betonlineag,10000.0,0.009901,0.005835090615173217
us_open,US Open Winner,Carlos Ortiz,16500,166.0,0.006024,betonlineag,,,0.005609406916301883
us_open,US Open Winner,Taylor Pendrith,15000,151.0,0.006623,betonlineag,14000.0,0.007092,0.005485268503055389
us_open,US Open Winner,Ryan Fox,20000,201.0,0.004975,betonlineag,,,0.005448285953500394
us_open,US Open Winner,Alexander Noren,15000,151.0,0.006623,betonlineag,15000.0,0.006623,0.005419287260104075
us_open,US Open Winner,Max Homa,16500,166.0,0.006024,betonlineag,10000.0,0.009901,0.005247732407557879
us_open,US Open Winner,Dean Burmester,12000,121.0,0.008264,draftkings,12000.0,0.008264,0.005196284882671737
us_open,US Open Winner,Jake Knapp,20000,201.0,0.004975,draftkings,20000.0,0.004975,0.005093837704611219
us_open,US Open Winner,Sahith Theegala,20000,201.0,0.004975,betonlineag,13000.0,0.007634,0.005006010202981997
us_open,US Open Winner,Rickie Fowler,20000,201.0,0.004975,draftkings,20000.0,0.004975,0.004929191527497718
us_open,US Open Winner,Jayden Trey Schaper,12500,126.0,0.007937,espnbet,,,0.004913297660287283
us_open,US Open Winner,Sami Välimäki,12500,126.0,0.007937,espnbet,,,0.004913297660287283
us_open,US Open Winner,Aaron Rai,17500,176.0,0.005682,betonlineag,15000.0,0.006623,0.004700266844540109
us_open,US Open Winner,Kurt Kitayama,15000,151.0,0.006623,betmgm,,,0.004533932697586396
us_open,US Open Winner,Sergio Garcia,14000,141.0,0.007092,draftkings,14000.0,0.007092,0.004459348062428359
us_open,US Open Winner,Dustin Johnson,22500,226.0,0.004425,betonlineag,15000.0,0.006623,0.004431824486129839
us_open,US Open Winner,J.T. Poston,22500,226.0,0.004425,betonlineag,15000.0,0.006623,0.004315622374399651
us_open,US Open Winner,Keith Mitchell,20000,201.0,0.004975,betonlineag,15000.0,0.006623,0.004315327220539537
us_open,US Open Winner,Byeong Hun An,17500,176.0,0.005682,fanduel,12000.0,0.008264,0.004296933055597958
us_open,US Open Winner,Davis Thompson,17500,176.0,0.005682,betonlineag,17000.0,0.005848,0.004287506256333754
us_open,US Open Winner,Rasmus Hojgaard,17500,176.0,0.005682,betonlineag,15000.0,0.006623,0.0042215004366453505
us_open,US Open Winner,Nick Taylor,30000,301.0,0.003322,draftkings,30000.0,0.003322,0.004211490423244535
us_open,US Open Winner,Nicolai Hojgaard,17500,176.0,0.005682,betonlineag,15000.0,0.006623,0.004203267424561375
us_open,US Open Winner,Kristoffer Reitan,15000,151.0,0.006623,espnbet,,,0.00409988287817597
us_open,US Open Winner,Andrew Novak,20000,201.0,0.004975,betonlineag,18000.0,0.005525,0.003971885431738484
us_open,US Open Winner,Denny McCarthy,22500,226.0,0.004425,betonlineag,15000.0,0.006623,0.00395305807823508
us_open,US Open Winner,Max Greyserman,20000,201.0,0.004975,betonlineag,20000.0,0.004975,0.003928815929558652
us_open,US Open Winner,Thomas Detry,22500,226.0,0.004425,betonlineag,20000.0,0.004975,0.00380502396319838
us_open,US Open Winner,Brian Harman,25000,251.0,0.003984,betonlineag,15000.0,0.006623,0.003772647488668465
us_open,US Open Winner,Michael Thorbjornsen,20000,201.0,0.004975,betonlineag,,,0.00371857801576677
us_open,US Open Winner,Bud Cauley,20000,201.0,0.004975,draftkings,20000.0,0.004975,0.0036413882534115285
us_open,US Open Winner,Sam Stevens,20000,201.0,0.004975,draftkings,20000.0,0.004975,0.0036413882534115285
us_open,US Open Winner,Tom McKibbin,25000,251.0,0.003984,draftkings,25000.0,0.003984,0.0035978816067178524
us_open,US Open Winner,Ryan Gerard,25000,251.0,0.003984,draftkings,25000.0,0.003984,0.003529980968902781
us_open,US Open Winner,Harry Hall,35000,351.0,0.002849,draftkings,35000.0,0.002849,0.0034966034109793083
us_open,US Open Winner,Michael Kim,30000,301.0,0.003322,betonlineag,15000.0,0.006623,0.0034769950083729712
us_open,US Open Winner,Gary Woodland,20000,201.0,0.004975,espnbet,20000.0,0.004975,0.0034541620677243224
us_open,US Open Winner,John Keefer,25000,251.0,0.003984,betonlineag,,,0.003351862442114242
us_open,US Open Winner,Mackenzie Hughes,20000,201.0,0.004975,draftkings,20000.0,0.004975,0.003346246456753876
us_open,US Open Winner,Davis Riley,25000,251.0,0.003984,betmgm,20000.0,0.004975,0.003243100180974278
us_open,US Open Winner,Matt McCarty,40000,401.0,0.002494,draftkings,40000.0,0.002494,0.003200758827452868
us_open,US Open Winner,Billy Horschel,20000,201.0,0.004975,draftkings,20000.0,0.004975,0.0031282087719375472
us_open,US Open Winner,Taylor Moore,20000,201.0,0.004975,draftkings,20000.0,0.004975,0.0031282087719375472
us_open,US Open Winner,Stephan Jaeger,20000,201.0,0.004975,betmgm,20000.0,0.004975,0.0031244980505509426
us_open,US Open Winner,Lucas Glover,35000,351.0,0.002849,betonlineag,20000.0,0.004975,0.0030240149516011752
us_open,US Open Winner,Thorbjorn Olesen,25000,251.0,0.003984,draftkings,25000.0,0.003984,0.002812934744722791
us_open,US Open Winner,Tom Hoge,35000,351.0,0.002849,betonlineag,25000.0,0.003984,0.0026913385785245813
us_open,US Open Winner,Jhonattan Vegas,30000,301.0,0.003322,draftkings,30000.0,0.003322,0.002604806683715489
us_open,US Open Winner,Jacob Bridgeman,30000,301.0,0.003322,draftkings,30000.0,0.003322,0.0025558915912300205
us_open,US Open Winner,Seamus Power,25000,251.0,0.003984,draftkings,25000.0,0.003984,0.0025050821602812436
us_open,US Open Winner,Cameron Davis,25000,251.0,0.003984,betmgm,25000.0,0.003984,0.0025021105996773777
us_open,US Open Winner,Christiaan Bezuidenhout,25000,251.0,0.003984,betmgm,25000.0,0.003984,0.0025021105996773777
