name,event_label,win_probability,tournament,dk_odds,best_odds,best_book,avg_novig_prob,model_prob,edge_pp,half_kelly_pct
Rory McIlroy,us_open,0.1405719285906971,US Open Winner,800.0,900.0,betonlineag,0.0714239451961128,0.1405719285906971,6.91479833945843,2.25
Russell Henley,us_open,0.05981478205949909,US Open Winner,5500.0,5500.0,draftkings,0.012935808401212367,0.05981478205949909,4.687897365828672,2.14
Patrick Cantlay,us_open,0.05921582764586814,US Open Winner,4500.0,8000.0,betonlineag,0.01347601699558643,0.05921582764586814,4.573981065028171,2.37
Russell Henley,masters,0.04984071064168792,Masters Tournament Winner,5000.0,6500.0,bovada,0.011002662480178872,0.04984071064168792,3.883804816150905,1.76
Rory McIlroy,masters,0.11493560010722034,Masters Tournament Winner,600.0,850.0,espnbet,0.07617065681617914,0.11493560010722034,3.87649432910412,0.54
Collin Morikawa,us_open,0.06098624257663889,US Open Winner,2200.0,3500.0,betonlineag,0.022240161123753415,0.06098624257663889,3.874608145288548,1.71
Viktor Hovland,pga_champ,0.05685854464859222,PGA Championship Winner,3500.0,3500.0,bovada,0.01928269046565815,0.05685854464859222,3.7575854182934068,1.5
Patrick Cantlay,masters,0.0493200832272927,Masters Tournament Winner,5000.0,6000.0,espnbet,0.01239860745000606,0.0493200832272927,3.692147577728664,1.67
Viktor Hovland,masters,0.054395225780402436,Masters Tournament Winner,3500.0,3500.0,espnbet,0.017675723464773734,0.054395225780402436,3.6719502315628705,1.37
Patrick Cantlay,open,0.04560143344395038,The Open Winner,6000.0,7000.0,lowvig,0.01157208540886786,0.04560143344395038,3.402934803508252,1.6
Russell Henley,open,0.045636185638236036,The Open Winner,5500.0,5500.0,lowvig,0.012510157793131627,0.045636185638236036,3.3126027845104407,1.41
Viktor Hovland,us_open,0.05263895111793065,US Open Winner,2800.0,4000.0,betonlineag,0.02033193518219947,0.05263895111793065,3.230701593573118,1.45
Russell Henley,pga_champ,0.04283411851719724,PGA Championship Winner,7000.0,7000.0,draftkings,0.01098864663485603,0.04283411851719724,3.1845471882341214,1.46
Viktor Hovland,open,0.05265230335944305,The Open Winner,3000.0,3500.0,espnbet,0.021766233245309696,0.05265230335944305,3.0886070114133353,1.28
Patrick Cantlay,pga_champ,0.04575393298930269,PGA Championship Winner,4500.0,6000.0,lowvig,0.014965857313760194,0.04575393298930269,3.0788075675542497,1.49
Kurt Kitayama,pga_champ,0.034671330854593806,PGA Championship Winner,,25000.0,betmgm,0.00427489624869676,0.034671330854593806,3.039643460589705,1.54
Rory McIlroy,pga_champ,0.1112172587677424,PGA Championship Winner,650.0,850.0,lowvig,0.0818345301255109,0.1112172587677424,2.93827286422315,0.33
Justin Thomas,open,0.042804248015515835,The Open Winner,4500.0,6000.0,lowvig,0.014761459072984024,0.042804248015515835,2.804278894253181,1.34
Collin Morikawa,open,0.04719183539762676,The Open Winner,2500.0,3500.0,lowvig,0.020190079832667313,0.04719183539762676,2.7001755564959447,1.0
Rory McIlroy,open,0.10109810348153912,The Open Winner,750.0,900.0,lowvig,0.07413474278161455,0.10109810348153912,2.696336069992457,0.06
Collin Morikawa,masters,0.050114827617590764,Masters Tournament Winner,2500.0,3500.0,fanduel,0.023384511480310732,0.050114827617590764,2.673031613728003,1.15
Kurt Kitayama,open,0.030341437161815234,The Open Winner,,15000.0,lowvig,0.004457608370489079,0.030341437161815234,2.5883828791326153,1.19
Justin Thomas,masters,0.04023985113442418,Masters Tournament Winner,4000.0,5500.0,fanduel,0.015579877705120948,0.04023985113442418,2.4659973429303235,1.14
Collin Morikawa,pga_champ,0.04955297319108875,PGA Championship Winner,2200.0,3000.0,lowvig,0.0251083150850722,0.04955297319108875,2.4444658106016552,0.89
Kurt Kitayama,us_open,0.02771344208532979,US Open Winner,,15000.0,betmgm,0.004533932697586396,0.02771344208532979,2.3179509387743393,1.06
Ben Griffin,open,0.02855480254258786,The Open Winner,8000.0,9000.0,espnbet,0.00816297269076812,0.02855480254258786,2.039182985181974,0.89
Ben Griffin,masters,0.03118559605830077,Masters Tournament Winner,5000.0,6000.0,bovada,0.011625183712165477,0.03118559605830077,1.9560412346135294,0.75
Kurt Kitayama,masters,0.022174844165999012,Masters Tournament Winner,15000.0,20000.0,espnbet,0.0048666307493260225,0.022174844165999012,1.730821341667299,0.86
Min Woo Lee,us_open,0.024102795213364985,US Open Winner,9000.0,10000.0,betonlineag,0.007709466601120408,0.024102795213364985,1.6393328612244578,0.72
Justin Thomas,pga_champ,0.039788708437612376,PGA Championship Winner,2500.0,3300.0,lowvig,0.025570164057293662,0.039788708437612376,1.4218544380318714,0.53
Min Woo Lee,pga_champ,0.02087016142634772,PGA Championship Winner,9000.0,10000.0,lowvig,0.007257828943915368,0.02087016142634772,1.3612332482432352,0.55
Min Woo Lee,open,0.020236034735820675,The Open Winner,12500.0,12500.0,draftkings,0.006847733199737524,0.020236034735820675,1.3388301536083151,0.62
Harris English,masters,0.018689477683194514,Masters Tournament Winner,9000.0,15000.0,bovada,0.006535013752052107,0.018689477683194514,1.2154463931142407,0.61
Harris English,open,0.021141578311062375,The Open Winner,8000.0,8000.0,betmgm,0.010271958182662725,0.021141578311062375,1.086962012839965,0.45
Matt McCarty,masters,0.013757354415471596,Masters Tournament Winner,10000.0,20000.0,bovada,0.004441902125265768,0.013757354415471596,0.9315452290205827,0.44
Harris English,pga_champ,0.017119298248364424,PGA Championship Winner,8000.0,10000.0,bovada,0.007946757054617736,0.017119298248364424,0.9172541193746688,0.36
Ben Griffin,pga_champ,0.019945493697886826,PGA Championship Winner,5000.0,7000.0,lowvig,0.011203483989185309,0.019945493697886826,0.8742009708701518,0.3
Maverick McNealy,masters,0.014971250734237706,Masters Tournament Winner,10000.0,10000.0,betrivers,0.006232707090675458,0.014971250734237706,0.8738543643562247,0.26
Victor Perez,pga_champ,0.011029953469407763,PGA Championship Winner,,25000.0,bovada,0.002422409177265746,0.011029953469407763,0.8607544292142018,0.35
Max Greyserman,masters,0.012665093353954179,Masters Tournament Winner,25000.0,25000.0,draftkings,0.004140376243732094,0.012665093353954179,0.8524717110222086,0.44
Matt McCarty,open,0.01041506183573872,The Open Winner,,25000.0,betmgm,0.0024847711097958237,0.01041506183573872,0.7930290725942896,0.32
Max Greyserman,pga_champ,0.011677440980598721,PGA Championship Winner,20000.0,20000.0,draftkings,0.003805192385019526,0.011677440980598721,0.7872248595579195,0.34
Keegan Bradley,masters,0.012562053232717639,Masters Tournament Winner,12000.0,15000.0,espnbet,0.00545976762851626,0.012562053232717639,0.7102285604201379,0.3
Maverick McNealy,pga_champ,0.014378022525336698,PGA Championship Winner,8000.0,12500.0,lowvig,0.007304508277082162,0.014378022525336698,0.7073514248254537,0.32
Thriston Lawrence,open,0.00921154237731135,The Open Winner,30000.0,30000.0,draftkings,0.0022213247172859453,0.00921154237731135,0.6990217660025405,0.3
Matt McCarty,pga_champ,0.009839526752018804,PGA Championship Winner,40000.0,40000.0,draftkings,0.00292496010126705,0.009839526752018804,0.6914566650751754,0.37
Victor Perez,us_open,0.009076917012352198,US Open Winner,,25000.0,betmgm,0.002499139039073512,0.009076917012352198,0.6577777973278686,0.26
Thriston Lawrence,masters,0.00762785157953567,Masters Tournament Winner,,50000.0,bovada,0.0011807388135941133,0.00762785157953567,0.6447112765941556,0.28
Nick Taylor,open,0.008460363190261173,The Open Winner,25000.0,25000.0,betmgm,0.002641216947869085,0.008460363190261173,0.5819146242392088,0.22
Victor Perez,open,0.009814499086835897,The Open Winner,,15000.0,betmgm,0.004130682495024534,0.009814499086835897,0.5683816591811364,0.16
Keegan Bradley,open,0.01320383054941653,The Open Winner,10000.0,10000.0,lowvig,0.007598584424769027,0.01320383054941653,0.5605246124647503,0.17
Ryo Hisatsune,us_open,0.006966472102153193,US Open Winner,45000.0,45000.0,draftkings,0.0013940178587709632,0.006966472102153193,0.557245424338223,0.24
Jesper Svensson,open,0.006559551807682123,The Open Winner,50000.0,50000.0,draftkings,0.0013346671088810193,0.006559551807682123,0.5224884698801103,0.23
Min Woo Lee,masters,0.0145829994124244,Masters Tournament Winner,5500.0,7000.0,bovada,0.00961195755569313,0.0145829994124244,0.497104185673127,0.03
Max Greyserman,open,0.008919823749768723,The Open Winner,15000.0,20000.0,espnbet,0.003973843103210082,0.008919823749768723,0.4945980646558641,0.2
Christiaan Bezuidenhout,pga_champ,0.0062790249735384185,PGA Championship Winner,40000.0,40000.0,draftkings,0.0021232046713943052,0.0062790249735384185,0.4155820302144113,0.19
Tom Hoge,open,0.00629178836102175,The Open Winner,50000.0,50000.0,draftkings,0.002236492446946348,0.00629178836102175,0.40552959140754025,0.22
Matt McCarty,us_open,0.007229710205675494,US Open Winner,40000.0,40000.0,draftkings,0.003200758827452868,0.007229710205675494,0.4028951378222626,0.24
Matt Wallace,pga_champ,0.006070677462795381,PGA Championship Winner,40000.0,40000.0,draftkings,0.0021232046713943052,0.006070677462795381,0.39474727914010754,0.18
Beau Hossler,pga_champ,0.0051888405570499245,PGA Championship Winner,45000.0,45000.0,draftkings,0.0014236061455199938,0.0051888405570499245,0.3765234411529931,0.15
Ryo Hisatsune,pga_champ,0.005928986554425654,PGA Championship Winner,45000.0,45000.0,draftkings,0.002165603431143789,0.005928986554425654,0.3763383123281865,0.19
Justin Thomas,us_open,0.022689235334220226,US Open Winner,3500.0,4000.0,betonlineag,0.01893286241427594,0.022689235334220226,0.37563729199442847,0.0
Maverick McNealy,open,0.011211641836582846,The Open Winner,12500.0,12500.0,draftkings,0.007707221515292523,0.011211641836582846,0.3504420321290323,0.17
Michael Thorbjornsen,pga_champ,0.008056307540420271,PGA Championship Winner,,15000.0,lowvig,0.004828489481285471,0.008056307540420271,0.32278180591348005,0.07
Max Greyserman,us_open,0.007127102368688592,US Open Winner,20000.0,20000.0,betonlineag,0.003928815929558652,0.007127102368688592,0.31982864391299404,0.11
Tommy Fleetwood,pga_champ,0.031928265686822103,PGA Championship Winner,1800.0,3000.0,fanduel,0.029025428800151083,0.031928265686822103,0.290283688667102,0.0
Beau Hossler,us_open,0.004216032742440256,US Open Winner,45000.0,45000.0,draftkings,0.0013940178587709632,0.004216032742440256,0.28220148836692927,0.1
Nick Taylor,us_open,0.006982544865756881,US Open Winner,30000.0,30000.0,draftkings,0.004211490423244535,0.006982544865756881,0.2771054442512346,0.18
Keegan Bradley,pga_champ,0.009312288121504263,PGA Championship Winner,11000.0,11000.0,draftkings,0.006628804600942502,0.009312288121504263,0.2683483520561762,0.02
Michael Thorbjornsen,open,0.006801424060689735,The Open Winner,,15000.0,betmgm,0.004130682495024534,0.006801424060689735,0.2670741565665201,0.01
Christiaan Bezuidenhout,us_open,0.0049761374507171045,US Open Winner,25000.0,25000.0,betmgm,0.0025021105996773777,0.0049761374507171045,0.24740268510397267,0.05
Matt Wallace,open,0.00611557637673513,The Open Winner,30000.0,30000.0,draftkings,0.0036669305510677297,0.00611557637673513,0.24486458256674004,0.14
Sam Burns,open,0.012079046612363961,The Open Winner,7000.0,8000.0,lowvig,0.009726578700385718,0.012079046612363961,0.23524679119782432,0.0
Sam Burns,us_open,0.013666337781693003,US Open Winner,5500.0,8000.0,betonlineag,0.011384950480150011,0.013666337781693003,0.22813873015429914,0.07
Michael Thorbjornsen,us_open,0.005964636195182811,US Open Winner,,20000.0,betonlineag,0.00371857801576677,0.005964636195182811,0.22460581794160406,0.05
Patrick Rodgers,us_open,0.004302243174050608,US Open Winner,30000.0,30000.0,draftkings,0.0020888260382666396,0.004302243174050608,0.22134171357839683,0.05
Matt Wallace,us_open,0.004510679338114825,US Open Winner,40000.0,40000.0,draftkings,0.0023444894110356608,0.004510679338114825,0.21661899270791646,0.1
Nick Taylor,masters,0.005587066514636187,Masters Tournament Winner,25000.0,25000.0,bovada,0.0035546974269457057,0.005587066514636187,0.20323690876904812,0.08
Christiaan Bezuidenhout,open,0.005814519695351527,The Open Winner,25000.0,25000.0,draftkings,0.0038070963784147434,0.005814519695351527,0.20074233169367836,0.09
Tom Hoge,masters,0.004363696687631008,Masters Tournament Winner,,25000.0,bovada,0.002356745207093661,0.004363696687631008,0.20069514805373467,0.02
Tom Hoge,pga_champ,0.0043147737956165675,PGA Championship Winner,25000.0,25000.0,bovada,0.002426859514067471,0.0043147737956165675,0.18879142815490965,0.02
Beau Hossler,open,0.004804984172248567,The Open Winner,,20000.0,betmgm,0.003102845449606984,0.004804984172248567,0.1702138722641583,0.0
Christiaan Bezuidenhout,masters,0.004306156518244356,Masters Tournament Winner,,20000.0,bovada,0.002942973746307973,0.004306156518244356,0.13631827719363826,0.0
Harris English,us_open,0.008647094640733585,US Open Winner,8000.0,12500.0,betonlineag,0.007381237628964844,0.008647094640733585,0.1265857011768741,0.04
Nick Taylor,pga_champ,0.005112921936210874,PGA Championship Winner,30000.0,30000.0,draftkings,0.003950196419408891,0.005112921936210874,0.1162725516801983,0.09
Sam Burns,pga_champ,0.01018985741063062,PGA Championship Winner,8000.0,8000.0,bovada,0.009078541140053175,0.01018985741063062,0.11113162705774451,0.0
Jacob Bridgeman,us_open,0.0036377004707642377,US Open Winner,30000.0,30000.0,draftkings,0.0025558915912300205,0.0036377004707642377,0.10818088795342172,0.02
Ryan Gerard,pga_champ,0.004352940364772923,PGA Championship Winner,25000.0,25000.0,bovada,0.0032933501696931337,0.004352940364772923,0.10595901950797895,0.02
Keegan Bradley,us_open,0.007043236273952826,US Open Winner,10000.0,13500.0,betonlineag,0.0062862774680756345,0.007043236273952826,0.07569588058771917,0.0
Maverick McNealy,us_open,0.008010446429447236,US Open Winner,9000.0,13500.0,betonlineag,0.007286926323656763,0.008010446429447236,0.07235201057904728,0.03
Patrick Rodgers,pga_champ,0.003148767385049473,PGA Championship Winner,30000.0,30000.0,draftkings,0.0025033939692181324,0.003148767385049473,0.06453734158313405,0.0
Mackenzie Hughes,open,0.003347747880544021,The Open Winner,50000.0,50000.0,draftkings,0.002844599068064363,0.003347747880544021,0.05031488124796579,0.07
Tom Hoge,us_open,0.0031627787927899632,US Open Winner,25000.0,35000.0,betonlineag,0.0026913385785245813,0.0031627787927899632,0.047144021426538195,0.02
Jacob Bridgeman,open,0.002665153057135042,The Open Winner,,27500.0,espnbet,0.0022719647823510416,0.002665153057135042,0.03931882747840003,0.0
Stephan Jaeger,open,0.0032690506080806326,The Open Winner,40000.0,40000.0,draftkings,0.0029555984368390374,0.0032690506080806326,0.031345217124159525,0.04
Jacob Bridgeman,pga_champ,0.002878064480103455,PGA Championship Winner,30000.0,30000.0,draftkings,0.002693655175471634,0.002878064480103455,0.018440930463182105,0.0
Keith Mitchell,us_open,0.0044872678082534,US Open Winner,15000.0,20000.0,betonlineag,0.004315327220539537,0.0044872678082534,0.01719405877138626,0.0
Denny McCarthy,open,0.004273786794667199,The Open Winner,,20000.0,espnbet,0.004115449982301647,0.004273786794667199,0.01583368123655518,0.0
Chris Kirk,open,0.002516181555670756,The Open Winner,35000.0,35000.0,draftkings,0.0025039444164873656,0.002516181555670756,0.001223713918339052,0.0
William Mouw,pga_champ,0.003054363474821977,PGA Championship Winner,,20000.0,espnbet,0.003098653658342136,0.003054363474821977,-0.004429018352015892,0.0
Eric Cole,pga_champ,0.0020460620825607247,PGA Championship Winner,30000.0,30000.0,draftkings,0.0022070137555731577,0.0020460620825607247,-0.0160951673012433,0.0
Jacob Bridgeman,masters,0.002910697300371748,Masters Tournament Winner,20000.0,25000.0,espnbet,0.0031672244680741456,0.002910697300371748,-0.025652716770239743,0.0
Chris Kirk,pga_champ,0.002028636439286475,PGA Championship Winner,30000.0,30000.0,draftkings,0.0022919470940341584,0.002028636439286475,-0.026331065474768326,0.0
Ryan Gerard,open,0.0036382396015067616,The Open Winner,,17500.0,lowvig,0.0039177605872337,0.0036382396015067616,-0.027952098572693856,0.0
Keith Mitchell,open,0.0032875866535646103,The Open Winner,,20000.0,lowvig,0.003605381674638876,0.0032875866535646103,-0.03177950210742657,0.0
Garrick Higgo,us_open,0.000997405188917809,US Open Winner,45000.0,45000.0,draftkings,0.0013940178587709632,0.000997405188917809,-0.03966126698531543,0.0
Ryan Gerard,masters,0.0039734356561101376,Masters Tournament Winner,11000.0,30000.0,espnbet,0.004479861150353313,0.0039734356561101376,-0.05064254942431755,0.03
Eric Cole,us_open,0.0016374192242651503,US Open Winner,35000.0,35000.0,draftkings,0.002145274724687517,0.0016374192242651503,-0.05078555004223667,0.0
Taylor Pendrith,open,0.0039939216299663275,The Open Winner,20000.0,20000.0,draftkings,0.004517693689054127,0.0039939216299663275,-0.052377205908779936,0.0
Laurie Canter,open,0.0016339049856227937,The Open Winner,40000.0,40000.0,draftkings,0.002171483354991978,0.0016339049856227937,-0.05375783693691845,0.0
Adam Schenk,masters,0.0007906105640871103,Masters Tournament Winner,,40000.0,bovada,0.001475331964480821,0.0007906105640871103,-0.06847214003937108,0.0
Laurie Canter,pga_champ,0.0010385619542349542,PGA Championship Winner,35000.0,35000.0,draftkings,0.0017418375438439894,0.0010385619542349542,-0.07032755896090352,0.0
Stephan Jaeger,us_open,0.002384564514030024,US Open Winner,20000.0,20000.0,betmgm,0.0031244980505509426,0.002384564514030024,-0.07399335365209188,0.0
Chris Kirk,us_open,0.0015420514076490272,US Open Winner,30000.0,30000.0,draftkings,0.0022939825386700755,0.0015420514076490272,-0.07519311310210483,0.0
Keith Mitchell,pga_champ,0.0035502225088182085,PGA Championship Winner,15000.0,25000.0,lowvig,0.004337955810070527,0.0035502225088182085,-0.07877333012523188,0.0
Austin Eckroat,pga_champ,0.0012147703721529536,PGA Championship Winner,40000.0,40000.0,draftkings,0.0021232046713943052,0.0012147703721529536,-0.09084342992413516,0.0
Denny McCarthy,pga_champ,0.0041328445734090825,PGA Championship Winner,15000.0,17500.0,lowvig,0.005104983581239642,0.0041328445734090825,-0.09721390078305595,0.0
Taylor Pendrith,pga_champ,0.0037743650217173133,PGA Championship Winner,14000.0,15000.0,bovada,0.004746513812969733,0.0037743650217173133,-0.09721487912524199,0.0
Adam Scott,pga_champ,0.004709034144670877,PGA Championship Winner,12000.0,12500.0,bovada,0.005686888387532982,0.004709034144670877,-0.09778542428621048,0.0
Mackenzie Hughes,us_open,0.002357289471723147,US Open Winner,20000.0,20000.0,draftkings,0.003346246456753876,0.002357289471723147,-0.09889569850307289,0.0
Denny McCarthy,us_open,0.0029517846051504266,US Open Winner,15000.0,22500.0,betonlineag,0.00395305807823508,0.0029517846051504266,-0.1001273473084653,0.0
Adam Scott,masters,0.004190934972795349,Masters Tournament Winner,12000.0,15000.0,bovada,0.005219367767160065,0.004190934972795349,-0.10284327943647156,0.0
Ben Griffin,us_open,0.012252008215804284,US Open Winner,5000.0,5000.0,betonlineag,0.013284060845092106,0.012252008215804284,-0.10320526292878218,0.0
Stephan Jaeger,masters,0.0019080035724027855,Masters Tournament Winner,,20000.0,bovada,0.002942973746307973,0.0019080035724027855,-0.10349701739051877,0.0
Chris Kirk,masters,0.0018750665334783347,Masters Tournament Winner,,20000.0,bovada,0.002942973746307973,0.0018750665334783347,-0.10679072128296384,0.0
Laurie Canter,us_open,0.001312679870779864,US Open Winner,35000.0,35000.0,draftkings,0.002435560053325716,0.001312679870779864,-0.1122880182545852,0.0
Tommy Fleetwood,open,0.036068267891461774,The Open Winner,1400.0,2000.0,betrivers,0.037202367322025844,0.036068267891461774,-0.113409943056407,0.0
Eric Cole,open,0.0019312002163414453,The Open Winner,,20000.0,betmgm,0.003102845449606984,0.0019312002163414453,-0.11716452332655386,0.0
Andrew Novak,masters,0.0024828456763253065,Masters Tournament Winner,20000.0,25000.0,espnbet,0.0036858581398528955,0.0024828456763253065,-0.12030124635275889,0.0
Sepp Straka,pga_champ,0.00993802532357763,PGA Championship Winner,7000.0,7000.0,draftkings,0.011153825252882088,0.00993802532357763,-0.1215799929304458,0.0
Karl Vilips,us_open,0.0005067404014140832,US Open Winner,35000.0,35000.0,draftkings,0.001791410410301522,0.0005067404014140832,-0.12846700088874388,0.0
Erik van Rooyen,open,0.0011505597038308283,The Open Winner,,25000.0,betmgm,0.0024847711097958237,0.0011505597038308283,-0.13342114059649954,0.0
Karl Vilips,pga_champ,0.00040092128575853857,PGA Championship Winner,35000.0,35000.0,draftkings,0.0017418375438439894,0.00040092128575853857,-0.13409162580854508,0.0
Erik van Rooyen,pga_champ,0.001062121913944979,PGA Championship Winner,25000.0,25000.0,betmgm,0.0024093823856231266,0.001062121913944979,-0.13472604716781475,0.0
Ryan Gerard,us_open,0.0021735202272379173,US Open Winner,25000.0,25000.0,draftkings,0.003529980968902781,0.0021735202272379173,-0.13564607416648639,0.0
Davis Riley,masters,0.0013175438477669866,Masters Tournament Winner,30000.0,30000.0,draftkings,0.002694843793262876,0.0013175438477669866,-0.13772999454958895,0.0
Davis Riley,open,0.0010892545784471246,The Open Winner,,25000.0,espnbet,0.0024915585735132235,0.0010892545784471246,-0.1402303995066099,0.0
Jake Knapp,pga_champ,0.002284273593929689,PGA Championship Winner,20000.0,20000.0,draftkings,0.0036985557978350824,0.002284273593929689,-0.14142822039053932,0.0
Mackenzie Hughes,pga_champ,0.0020251993200870394,PGA Championship Winner,20000.0,30000.0,lowvig,0.0034398622485958793,0.0020251993200870394,-0.14146629285088397,0.0
Martin Couvra,open,0.0002795284034484223,The Open Winner,50000.0,50000.0,draftkings,0.0018033159456160306,0.0002795284034484223,-0.15237875421676084,0.0
Gary Woodland,us_open,0.001928501210757491,US Open Winner,20000.0,20000.0,espnbet,0.0034541620677243224,0.001928501210757491,-0.15256608569668315,0.0
Michael Brennan,masters,0.0018360722294345712,Masters Tournament Winner,40000.0,40000.0,draftkings,0.0033801093245646417,0.0018360722294345712,-0.15440370951300705,0.0
Bud Cauley,open,0.0016686444656074926,The Open Winner,20000.0,20000.0,betmgm,0.003214741579183019,0.0016686444656074926,-0.15460971135755264,0.0
Joe Highsmith,open,0.0005209146591393738,The Open Winner,,30000.0,betmgm,0.002071889966551638,0.0005209146591393738,-0.15509753074122645,0.0
Stephan Jaeger,pga_champ,0.0018866122935358523,PGA Championship Winner,20000.0,20000.0,bovada,0.003438396193330926,0.0018866122935358523,-0.1551783899795074,0.0
Denny McCarthy,masters,0.002563607251681817,Masters Tournament Winner,,15000.0,espnbet,0.0041329530561777855,0.002563607251681817,-0.15693458044959682,0.0
Adrien Saddier,open,0.0002304346036969434,The Open Winner,50000.0,50000.0,draftkings,0.0018033159456160306,0.0002304346036969434,-0.1572881341919087,0.0
Austin Eckroat,us_open,0.0006571600995656599,US Open Winner,40000.0,40000.0,draftkings,0.0023444894110356608,0.0006571600995656599,-0.16873293114700008,0.0
Jordan Smith,open,0.00240056881680719,The Open Winner,25000.0,25000.0,draftkings,0.004090933959380989,0.00240056881680719,-0.16903651425737992,0.0
Aldrich Potgieter,masters,0.0010787805798804621,Masters Tournament Winner,25000.0,25000.0,betrivers,0.002771310161123397,0.0010787805798804621,-0.1692529581242935,0.0
Erik van Rooyen,us_open,0.0007782952727416396,US Open Winner,25000.0,25000.0,betmgm,0.0025021105996773777,0.0007782952727416396,-0.1723815326935738,0.0
Joe Highsmith,us_open,0.00031861639660459376,US Open Winner,,30000.0,betmgm,0.002083870453765614,0.00031861639660459376,-0.17652540571610204,0.0
Aldrich Potgieter,open,0.0015188929573200767,The Open Winner,20000.0,20000.0,draftkings,0.003326637708759054,0.0015188929573200767,-0.18077447514389772,0.0
Sahith Theegala,open,0.0023615915158626765,The Open Winner,20000.0,20000.0,draftkings,0.004205772926342229,0.0023615915158626765,-0.1844181410479552,0.0
Robert MacIntyre,pga_champ,0.008835659401960023,PGA Championship Winner,6600.0,8000.0,fanduel,0.010679920805367015,0.008835659401960023,-0.18442614034069915,0.0
Jhonattan Vegas,masters,0.00010862855333875041,Masters Tournament Winner,,30000.0,bovada,0.001965137444268359,0.00010862855333875041,-0.18565088909296087,0.0
Davis Riley,pga_champ,0.00117627199819762,PGA Championship Winner,20000.0,20000.0,bovada,0.003047559890957083,0.00117627199819762,-0.18712878927594628,0.0
Joe Highsmith,pga_champ,0.0005701862112626845,PGA Championship Winner,,25000.0,bovada,0.002442077553677001,0.0005701862112626845,-0.18718913424143163,0.0
Andrew Novak,open,0.002273394675498473,The Open Winner,25000.0,25000.0,draftkings,0.004151753826555736,0.002273394675498473,-0.18783591510572634,0.0
Shane Lowry,pga_champ,0.010035544912935696,PGA Championship Winner,6000.0,6000.0,lowvig,0.011920432649991649,0.010035544912935696,-0.18848877370559527,0.0
Laurie Canter,masters,0.0010503376478736243,Masters Tournament Winner,,20000.0,bovada,0.002942973746307973,0.0010503376478736243,-0.18926360984343488,0.0
Gary Woodland,pga_champ,0.001867369342205174,PGA Championship Winner,20000.0,20000.0,espnbet,0.003772409774667435,0.001867369342205174,-0.19050404324622608,0.0
Tommy Fleetwood,masters,0.030664359025941324,Masters Tournament Winner,1600.0,2000.0,espnbet,0.03260919529300101,0.030664359025941324,-0.19448362670596886,0.0
Jhonattan Vegas,open,0.00020117468110862667,The Open Winner,50000.0,50000.0,draftkings,0.0022187562792440017,0.00020117468110862667,-0.2017581598135375,0.0
Adam Schenk,pga_champ,0.00042916440039930285,PGA Championship Winner,,25000.0,espnbet,0.002481414306499511,0.00042916440039930285,-0.20522499061002084,0.0
Bud Cauley,us_open,0.0015609304854906204,US Open Winner,20000.0,20000.0,draftkings,0.0036413882534115285,0.0015609304854906204,-0.20804577679209083,0.0
Gary Woodland,open,0.0015128531464047626,The Open Winner,,20000.0,betmgm,0.0035995650476560353,0.0015128531464047626,-0.20867119012512725,0.0
Byeong Hun An,masters,0.001323833042243774,Masters Tournament Winner,,25000.0,espnbet,0.0034435474950461993,0.001323833042243774,-0.21197144528024253,0.0
Will Zalatoris,pga_champ,0.004065749484898246,PGA Championship Winner,11000.0,12500.0,espnbet,0.006236893975757593,0.004065749484898246,-0.2171144490859347,0.0
Garrick Higgo,pga_champ,0.0007891239175863602,PGA Championship Winner,35000.0,35000.0,draftkings,0.003002508983922368,0.0007891239175863602,-0.22133850663360077,0.0
Brian Harman,us_open,0.0015487213591336617,US Open Winner,15000.0,25000.0,betonlineag,0.003772647488668465,0.0015487213591336617,-0.2223926129534803,0.0
Si Woo Kim,pga_champ,0.007660845082626553,PGA Championship Winner,8000.0,8000.0,draftkings,0.009885064199988653,0.007660845082626553,-0.22242191173621004,0.0
Thomas Detry,pga_champ,0.0018521842240560868,PGA Championship Winner,20000.0,20000.0,draftkings,0.004079887568168587,0.0018521842240560868,-0.22277033441125,0.0
Haotong Li,masters,0.0008611453491735747,Masters Tournament Winner,25000.0,25000.0,bovada,0.0030999516281094166,0.0008611453491735747,-0.22388062789358418,0.0
Sungjae Im,us_open,0.003874615178380567,US Open Winner,10000.0,15000.0,betonlineag,0.0061303801557132664,0.003874615178380567,-0.22557649773326996,0.0
Thomas Detry,open,0.0017151646466735636,The Open Winner,25000.0,25000.0,draftkings,0.004000423663369689,0.0017151646466735636,-0.2285259016696126,0.0
Ryan Fox,pga_champ,0.0018521075523365228,PGA Championship Winner,,17500.0,lowvig,0.004139097736996655,0.0018521075523365228,-0.22869901846601323,0.0
Kristoffer Reitan,masters,0.0013401968073496683,Masters Tournament Winner,30000.0,30000.0,draftkings,0.0036429504432927444,0.0013401968073496683,-0.2302753635943076,0.0
Davis Thompson,open,0.0015783079682512207,The Open Winner,25000.0,25000.0,draftkings,0.0039012176286164746,0.0015783079682512207,-0.2322909660365254,0.0
Will Zalatoris,us_open,0.004370526733545483,US Open Winner,11000.0,12500.0,betonlineag,0.006726653710682198,0.004370526733545483,-0.23561269771367155,0.0
Taylor Pendrith,masters,0.001401275341389649,Masters Tournament Winner,15000.0,25000.0,espnbet,0.0038130728320832576,0.001401275341389649,-0.24117974906936085,0.0
