name,event_label,win_probability,tournament,dk_odds,best_odds,best_book,avg_novig_prob,model_prob,edge_pp,half_kelly_pct
Ian Poulter,masters,0.0016893342099162975,,,,,,0.0016893342099162975,,
Grayson Murray,masters,0.0016857784694160902,,,,,,0.0016857784694160902,,
Ryan Fox,masters,0.001606019919147536,,,,,,0.001606019919147536,,
Lucas Bjerregaard,masters,0.0016049163806732309,,,,,,0.0016049163806732309,,
Gaganjeet Bhullar,masters,0.0016038145817110453,,,,,,0.0016038145817110453,,
Haotong Li,masters,0.001595476043177327,,,,,,0.001595476043177327,,
Matt Fitzpatrick,masters,0.0015641623419434254,,,,,,0.0015641623419434254,,
Jordan Spieth,masters,0.0015635938147054794,,,,,,0.0015635938147054794,,
Charley Hoffman,masters,0.0014767565072220197,,,,,,0.0014767565072220197,,
Kensei Hirata,masters,0.001392310515790801,,,,,,0.001392310515790801,,
Gary Woodland,masters,0.0013453346407586938,,,,,,0.0013453346407586938,,
Byeong Hun An,masters,0.0013389230966679517,,,,,,0.0013389230966679517,,
Davis Riley,masters,0.0013325622131760769,,,,,,0.0013325622131760769,,
Eric Cole,masters,0.0013251114553078191,,,,,,0.0013251114553078191,,
Justin Harding,masters,0.001289048062134522,,,,,,0.001289048062134522,,
Jorge Campillo,masters,0.001267947331575024,,,,,,0.001267947331575024,,
Davis Thompson,masters,0.0012613309274761792,,,,,,0.0012613309274761792,,
Tony Finau,masters,0.001245453823540015,,,,,,0.001245453823540015,,
Thomas Detry,masters,0.0011145176372166874,,,,,,0.0011145176372166874,,
Jon Rahm,masters,0.0010793220693502549,,,,,,0.0010793220693502549,,
Mark Hubbard,masters,0.0010569538709788754,,,,,,0.0010569538709788754,,
Karl Vilips,masters,0.0010370965342082316,,,,,,0.0010370965342082316,,
Laurie Canter,masters,0.0010347948518962993,,,,,,0.0010347948518962993,,
Hudson Swafford,masters,0.0009815926772867576,,,,,,0.0009815926772867576,,
Jake Knapp,masters,0.0009520282427579992,,,,,,0.0009520282427579992,,
Bio Kim,masters,0.0009100505140618924,,,,,,0.0009100505140618924,,
Akshay Bhatia,masters,0.0008992125949886109,,,,,,0.0008992125949886109,,
Aldrich Potgieter,masters,0.000887833994799954,,,,,,0.000887833994799954,,
Daniel Berger,masters,0.0008302488614955088,,,,,,0.0008302488614955088,,
Adam Schenk,masters,0.0007996225437399098,,,,,,0.0007996225437399098,,
Garrick Higgo,masters,0.0007793491372269683,,,,,,0.0007793491372269683,,
Romain Langasque,masters,0.0007344204243947467,,,,,,0.0007344204243947467,,
Mike Lorenzo-Vera,masters,0.0007153215642305581,,,,,,0.0007153215642305581,,
Shaun Norris,masters,0.0007069585169529132,,,,,,0.0007069585169529132,,
Rickie Fowler,masters,0.0007028573218968833,,,,,,0.0007028573218968833,,
Matthew Wolff,masters,0.0006770891487926653,,,,,,0.0006770891487926653,,
Aaron Rai,masters,0.0006641857113993824,,,,,,0.0006641857113993824,,
Paul Dunne,masters,0.0006433495645165571,,,,,,0.0006433495645165571,,
Chris Paisley,masters,0.0006401290815649553,,,,,,0.0006401290815649553,,
Erik van Rooyen,masters,0.0006298496843315829,,,,,,0.0006298496843315829,,
Adrian Meronk,masters,0.0005963732564706114,,,,,,0.0005963732564706114,,
Thomas Pieters,masters,0.0005691319017989716,,,,,,0.0005691319017989716,,
Taylor Pendrith,masters,0.0005537769432370029,,,,,,0.0005537769432370029,,
Austin Eckroat,masters,0.0005318188299007481,,,,,,0.0005318188299007481,,
Corey Conners,masters,0.0004995751000546236,,,,,,0.0004995751000546236,,
Kevin Na,masters,0.00045420152867488485,,,,,,0.00045420152867488485,,
Nick Dunlap,masters,0.00044847245896948373,,,,,,0.00044847245896948373,,
Eugenio Chacarra,masters,0.0004476096727809454,,,,,,0.0004476096727809454,,
Anirban Lahiri,masters,0.0004292303009545521,,,,,,0.0004292303009545521,,
John Parry,masters,0.0004090035393310226,,,,,,0.0004090035393310226,,
Keita Nakajima,masters,0.0004060642004044084,,,,,,0.0004060642004044084,,
Joe Highsmith,masters,0.00040518090381587836,,,,,,0.00040518090381587836,,
Neal Shipley,masters,0.0004014022367381109,,,,,,0.0004014022367381109,,
Tomoharu Otsuki,masters,0.0003776516007999014,,,,,,0.0003776516007999014,,
George Coetzee,masters,0.0003524233146199878,,,,,,0.0003524233146199878,,
Michael Kim,masters,0.00034975917821203356,,,,,,0.00034975917821203356,,
Wyndham Clark,masters,0.00030885922167847455,,,,,,0.00030885922167847455,,
Martin Couvra,masters,0.0003084697973296493,,,,,,0.0003084697973296493,,
Benjamin Hebert,masters,0.0002952435545886528,,,,,,0.0002952435545886528,,
Brian Campbell,masters,0.0002605770325666092,,,,,,0.0002605770325666092,,
Adrien Saddier,masters,0.0002534948169912288,,,,,,0.0002534948169912288,,
Brendan Steele,masters,0.00023409309718291552,,,,,,0.00023409309718291552,,
Yusaku Miyazato,masters,0.00022042283329355255,,,,,,0.00022042283329355255,,
Yuta Ikeda,masters,0.0001987663250582513,,,,,,0.0001987663250582513,,
Lucas Glover,masters,0.00019700775214627584,,,,,,0.00019700775214627584,,
Brendan Jones,masters,0.00019521560894248584,,,,,,0.00019521560894248584,,
Kazuki Higa,masters,0.0001728838437933694,,,,,,0.0001728838437933694,,
Billy Horschel,masters,0.00017105540253286558,,,,,,0.00017105540253286558,,
Marco Penge,masters,0.00015387140563575389,,,,,,0.00015387140563575389,,
Brad Kennedy,masters,0.00013403289011629905,,,,,,0.00013403289011629905,,
Jhonattan Vegas,masters,0.00012139624722803076,,,,,,0.00012139624722803076,,
David Puig,masters,0.00012019634892126443,,,,,,0.00012019634892126443,,
Tom McKibbin,masters,0.00011734217422350462,,,,,,0.00011734217422350462,,
Carlos Ortiz,masters,0.00010413200029488076,,,,,,0.00010413200029488076,,
Rory McIlroy,pga_champ,0.07970709120905171,,,,,,0.07970709120905171,,
Viktor Hovland,pga_champ,0.05217095474970662,,,,,,0.05217095474970662,,
Russell Henley,pga_champ,0.05051033113364104,,,,,,0.05051033113364104,,
Collin Morikawa,pga_champ,0.04992869591923532,,,,,,0.04992869591923532,,
Tommy Fleetwood,pga_champ,0.04357430031808928,,,,,,0.04357430031808928,,
Scottie Scheffler,pga_champ,0.042724705546906015,,,,,,0.042724705546906015,,
Patrick Cantlay,pga_champ,0.03895891693098649,,,,,,0.03895891693098649,,
Justin Thomas,pga_champ,0.037803714760041025,,,,,,0.037803714760041025,,
Kurt Kitayama,pga_champ,0.033277838566545835,,,,,,0.033277838566545835,,
Ben Griffin,pga_champ,0.027961224007840107,,,,,,0.027961224007840107,,
Alex Noren,pga_champ,0.027174372314721848,,,,,,0.027174372314721848,,
Bryson DeChambeau,pga_champ,0.02456527443049577,,,,,,0.02456527443049577,,
Min Woo Lee,pga_champ,0.022564405428419764,,,,,,0.022564405428419764,,
Xander Schauffele,pga_champ,0.020263703686817597,,,,,,0.020263703686817597,,
Harris English,pga_champ,0.017187917754275635,,,,,,0.017187917754275635,,
Shane Lowry,pga_champ,0.016829983947750756,,,,,,0.016829983947750756,,
Maverick McNealy,pga_champ,0.014435654140100064,,,,,,0.014435654140100064,,
Justin Rose,pga_champ,0.012795540747521048,,,,,,0.012795540747521048,,
Niklas Norgaard,pga_champ,0.01249903708580515,,,,,,0.01249903708580515,,
Hideki Matsuyama,pga_champ,0.011812773464650882,,,,,,0.011812773464650882,,
Pierceson Coody,pga_champ,0.01157776118731532,,,,,,0.01157776118731532,,
Victor Perez,pga_champ,0.010809334830586043,,,,,,0.010809334830586043,,
Matt McCarty,pga_champ,0.010444762900307585,,,,,,0.010444762900307585,,
Sam Burns,pga_champ,0.010230701548671733,,,,,,0.010230701548671733,,
Sepp Straka,pga_champ,0.009977860039787574,,,,,,0.009977860039787574,,
Max Greyserman,pga_champ,0.009882667599831899,,,,,,0.009882667599831899,,
Alex Smalley,pga_champ,0.00980744211767597,,,,,,0.00980744211767597,,
Keegan Bradley,pga_champ,0.009349614687145558,,,,,,0.009349614687145558,,
Robert MacIntyre,pga_champ,0.008871075490503267,,,,,,0.008871075490503267,,
Cameron Young,pga_champ,0.008403315040124442,,,,,,0.008403315040124442,,
Paul Casey,pga_champ,0.008359016590887338,,,,,,0.008359016590887338,,
Michael Thorbjornsen,pga_champ,0.008088599742756617,,,,,,0.008088599742756617,,
Si Woo Kim,pga_champ,0.0076915521476478895,,,,,,0.0076915521476478895,,
Jesper Svensson,pga_champ,0.007382267406046429,,,,,,0.007382267406046429,,
Tyrrell Hatton,pga_champ,0.007140652603863255,,,,,,0.007140652603863255,,
Thriston Lawrence,pga_champ,0.006442540143194071,,,,,,0.006442540143194071,,
Kevin Roy,pga_champ,0.006355130437936202,,,,,,0.006355130437936202,,
Matt Wallace,pga_champ,0.006095010638256189,,,,,,0.006095010638256189,,
Ryo Hisatsune,pga_champ,0.005952751788374877,,,,,,0.005952751788374877,,
Steven Fisk,pga_champ,0.005818987975132584,,,,,,0.005818987975132584,,
Christiaan Bezuidenhout,pga_champ,0.005719996573258653,,,,,,0.005719996573258653,,
Matt Kuchar,pga_champ,0.005643797666301723,,,,,,0.005643797666301723,,
Scott Stallings,pga_champ,0.005423179847863471,,,,,,0.005423179847863471,,
Chandler Phillips,pga_champ,0.0053407952882479955,,,,,,0.0053407952882479955,,
Emiliano Grillo,pga_champ,0.005263198018020858,,,,,,0.005263198018020858,,
Beau Hossler,pga_champ,0.005209639054167693,,,,,,0.005209639054167693,,
Nick Taylor,pga_champ,0.005198526161693016,,,,,,0.005198526161693016,,
Sungjae Im,pga_champ,0.005047516321387824,,,,,,0.005047516321387824,,
Ryan Gerard,pga_champ,0.004370388312273939,,,,,,0.004370388312273939,,
Adam Scott,pga_champ,0.004364711912877562,,,,,,0.004364711912877562,,
Tom Hoge,pga_champ,0.004332068759561842,,,,,,0.004332068759561842,,
Max McGreevy,pga_champ,0.004243967149503985,,,,,,0.004243967149503985,,
Denny McCarthy,pga_champ,0.0041494103080858685,,,,,,0.0041494103080858685,,
Cameron Tringale,pga_champ,0.003894321656292802,,,,,,0.003894321656292802,,
Will Zalatoris,pga_champ,0.0035921679808566245,,,,,,0.0035921679808566245,,
Keith Mitchell,pga_champ,0.0035644529118928933,,,,,,0.0035644529118928933,,
David Lipsky,pga_champ,0.003467193213766896,,,,,,0.003467193213766896,,
Takumi Kanaya,pga_champ,0.003255978439879934,,,,,,0.003255978439879934,,
Patrick Rodgers,pga_champ,0.00316138863032815,,,,,,0.00316138863032815,,
Chris Gotterup,pga_champ,0.003129740993932697,,,,,,0.003129740993932697,,
Kristoffer Reitan,pga_champ,0.0030861902033325517,,,,,,0.0030861902033325517,,
William Mouw,pga_champ,0.003066606319678983,,,,,,0.003066606319678983,,
Jacob Bridgeman,pga_champ,0.0028896006634060722,,,,,,0.0028896006634060722,,
Matti Schmid,pga_champ,0.00280041609478335,,,,,,0.00280041609478335,,
Grayson Murray,pga_champ,0.0027882414484651005,,,,,,0.0027882414484651005,,
Matt Jones,pga_champ,0.002649442372825758,,,,,,0.002649442372825758,,
Tom Kim,pga_champ,0.0023142119732480065,,,,,,0.0023142119732480065,,
Harry Hall,pga_champ,0.002311117026776778,,,,,,0.002311117026776778,,
Jason Day,pga_champ,0.0023009058828211025,,,,,,0.0023009058828211025,,
Thomas Detry,pga_champ,0.002261123570675695,,,,,,0.002261123570675695,,
Sahith Theegala,pga_champ,0.002078817775939315,,,,,,0.002078817775939315,,
Eric Cole,pga_champ,0.0020542633398279377,,,,,,0.0020542633398279377,,
Chris Kirk,pga_champ,0.0020367678491210236,,,,,,0.0020367678491210236,,
Mackenzie Hughes,pga_champ,0.00203331695287198,,,,,,0.00203331695287198,,
Matt Fitzpatrick,pga_champ,0.0019075751855092303,,,,,,0.0019075751855092303,,
Stephan Jaeger,pga_champ,0.0018941744261390867,,,,,,0.0018941744261390867,,
Harold Varner III,pga_champ,0.0018300641265298683,,,,,,0.0018300641265298683,,
Michael Brennan,pga_champ,0.0018227644391459027,,,,,,0.0018227644391459027,,
Patrick Fishburn,pga_champ,0.001806427418735397,,,,,,0.001806427418735397,,
Brian Harman,pga_champ,0.0018046927984150273,,,,,,0.0018046927984150273,,
Ian Poulter,pga_champ,0.001792216991767669,,,,,,0.001792216991767669,,
Patrick Reed,pga_champ,0.0017448825097459806,,,,,,0.0017448825097459806,,
Gary Woodland,pga_champ,0.0016953747751862307,,,,,,0.0016953747751862307,,
Ryan Fox,pga_champ,0.0016948368846618565,,,,,,0.0016948368846618565,,
Haotong Li,pga_champ,0.001672682090704708,,,,,,0.001672682090704708,,
Max Homa,pga_champ,0.0016652255775902152,,,,,,0.0016652255775902152,,
Jake Knapp,pga_champ,0.0016210889774641035,,,,,,0.0016210889774641035,,
Gaganjeet Bhullar,pga_champ,0.0015742457385900957,,,,,,0.0015742457385900957,,
Akshay Bhatia,pga_champ,0.001505229557593513,,,,,,0.001505229557593513,,
Jordan Smith,pga_champ,0.0014672701840660598,,,,,,0.0014672701840660598,,
Charley Hoffman,pga_champ,0.0013903678804212632,,,,,,0.0013903678804212632,,
Jordan Spieth,pga_champ,0.0013859684609495537,,,,,,0.0013859684609495537,,
Daniel Berger,pga_champ,0.0013700626765383616,,,,,,0.0013700626765383616,,
Kensei Hirata,pga_champ,0.001366641082624066,,,,,,0.001366641082624066,,
Aldrich Potgieter,pga_champ,0.0013434678858358711,,,,,,0.0013434678858358711,,
David Lingmerth,pga_champ,0.0012843077571170216,,,,,,0.0012843077571170216,,
Lucas Bjerregaard,pga_champ,0.0012415987855294082,,,,,,0.0012415987855294082,,
Bud Cauley,pga_champ,0.0012399222538124104,,,,,,0.0012399222538124104,,
Taylor Pendrith,pga_champ,0.0012336116822800566,,,,,,0.0012336116822800566,,
Matthew Wolff,pga_champ,0.0012304705325028424,,,,,,0.0012304705325028424,,
Tony Finau,pga_champ,0.0012224919243637694,,,,,,0.0012224919243637694,,
Austin Eckroat,pga_champ,0.001219639552041252,,,,,,0.001219639552041252,,
Byeong Hun An,pga_champ,0.0011871144179893297,,,,,,0.0011871144179893297,,
Davis Riley,pga_champ,0.0011809868645526838,,,,,,0.0011809868645526838,,
Davis Thompson,pga_champ,0.00113825884631196,,,,,,0.00113825884631196,,
Andrew Novak,pga_champ,0.0011124395287445377,,,,,,0.0011124395287445377,,
Jon Rahm,pga_champ,0.0010383884879335194,,,,,,0.0010383884879335194,,
Adrian Meronk,pga_champ,0.001030027843098866,,,,,,0.001030027843098866,,
Erik van Rooyen,pga_champ,0.0010195697437934649,,,,,,0.0010195697437934649,,
Laurie Canter,pga_champ,0.0010157167820327342,,,,,,0.0010157167820327342,,
Hudson Swafford,pga_champ,0.0009634954731496062,,,,,,0.0009634954731496062,,
Thomas Pieters,pga_champ,0.0009170193733802277,,,,,,0.0009170193733802277,,
Bio Kim,pga_champ,0.0008932723021730048,,,,,,0.0008932723021730048,,
Mark Hubbard,pga_champ,0.0008688714622198978,,,,,,0.0008688714622198978,,
Justin Harding,pga_champ,0.0007999575361980391,,,,,,0.0007999575361980391,,
Jorge Campillo,pga_champ,0.0007766739794582786,,,,,,0.0007766739794582786,,
Garrick Higgo,pga_champ,0.0007649806106916089,,,,,,0.0007649806106916089,,
Romain Langasque,pga_champ,0.0007208802293114838,,,,,,0.0007208802293114838,,
Aaron Rai,pga_champ,0.0006563808727340567,,,,,,0.0006563808727340567,,
Chris Paisley,pga_champ,0.0006283272956192519,,,,,,0.0006283272956192519,,
Rickie Fowler,pga_champ,0.0005958512034958773,,,,,,0.0005958512034958773,,
Joe Highsmith,pga_champ,0.0005724716960720849,,,,,,0.0005724716960720849,,
Mike Lorenzo-Vera,pga_champ,0.0005493491265404993,,,,,,0.0005493491265404993,,
Corey Conners,pga_champ,0.0005315816263108937,,,,,,0.0005315816263108937,,
Neal Shipley,pga_champ,0.0004928892890678698,,,,,,0.0004928892890678698,,
Shaun Norris,pga_champ,0.00047936061200298173,,,,,,0.00047936061200298173,,
Eugenio Chacarra,pga_champ,0.00047762775825588034,,,,,,0.00047762775825588034,,
Lucas Glover,pga_champ,0.0004762614579966074,,,,,,0.0004762614579966074,,
Billy Horschel,pga_champ,0.0004634962184862161,,,,,,0.0004634962184862161,,
Kevin Na,pga_champ,0.00044736746901207755,,,,,,0.00044736746901207755,,
Nick Dunlap,pga_champ,0.00044020416415875335,,,,,,0.00044020416415875335,,
Adam Schenk,pga_champ,0.00043088462564935923,,,,,,0.00043088462564935923,,
Karl Vilips,pga_champ,0.00040252830376470407,,,,,,0.00040252830376470407,,
Paul Dunne,pga_champ,0.00039441780650193586,,,,,,0.00039441780650193586,,
Keita Nakajima,pga_champ,0.0003840249616073686,,,,,,0.0003840249616073686,,
Tomoharu Otsuki,pga_champ,0.0003706889998447995,,,,,,0.0003706889998447995,,
Michael Kim,pga_champ,0.00034562573880374833,,,,,,0.00034562573880374833,,
Brendan Steele,pga_champ,0.0003228142139104821,,,,,,0.0003228142139104821,,
Anirban Lahiri,pga_champ,0.0003051551158840296,,,,,,0.0003051551158840296,,
Wyndham Clark,pga_champ,0.0003031649163788394,,,,,,0.0003031649163788394,,
Martin Couvra,pga_champ,0.0003027826716800867,,,,,,0.0003027826716800867,,
George Coetzee,pga_champ,0.0002567647128179375,,,,,,0.0002567647128179375,,
Adrien Saddier,pga_champ,0.00024882124152866456,,,,,,0.00024882124152866456,,
Yuta Ikeda,pga_champ,0.00022748710239523865,,,,,,0.00022748710239523865,,
Yusaku Miyazato,pga_champ,0.0002163589918418937,,,,,,0.0002163589918418937,,
Jhonattan Vegas,pga_champ,0.00020250429271733474,,,,,,0.00020250429271733474,,
Benjamin Hebert,pga_champ,0.00019280609149478208,,,,,,0.00019280609149478208,,
Kazuki Higa,pga_champ,0.00018924930030595003,,,,,,0.00018924930030595003,,
Marco Penge,pga_champ,0.00017942157202162901,,,,,,0.00017942157202162901,,
Tom McKibbin,pga_champ,0.0001774607047813461,,,,,,0.0001774607047813461,,
John Parry,pga_champ,0.00016264314232666206,,,,,,0.00016264314232666206,,
Carlos Ortiz,pga_champ,0.00016188000845376727,,,,,,0.00016188000845376727,,
Brian Campbell,pga_champ,0.00015781060340607322,,,,,,0.00015781060340607322,,
Brad Kennedy,pga_champ,0.0001315617830780602,,,,,,0.0001315617830780602,,
Brendan Jones,pga_champ,0.00011265232136153504,,,,,,0.00011265232136153504,,
David Puig,pga_champ,8.342461817597062e-05,,,,,,8.342461817597062e-05,,
Rory McIlroy,open,0.07471541139921524,,,,,,0.07471541139921524,,
Russell Henley,open,0.05307006234160223,,,,,,0.05307006234160223,,
Viktor Hovland,open,0.0485521763961754,,,,,,0.0485521763961754,,
Collin Morikawa,open,0.04777927446593951,,,,,,0.04777927446593951,,
Tommy Fleetwood,open,0.04413305334241109,,,,,,0.04413305334241109,,
Justin Thomas,open,0.040378257768306225,,,,,,0.040378257768306225,,
Patrick Cantlay,open,0.0400872638798162,,,,,,0.0400872638798162,,
Scottie Scheffler,open,0.03976115541952392,,,,,,0.03976115541952392,,
Ben Griffin,open,0.03911219382236789,,,,,,0.03911219382236789,,
Kurt Kitayama,open,0.02913545558323373,,,,,,0.02913545558323373,,
Alex Noren,open,0.02797787344864266,,,,,,0.02797787344864266,,
Min Woo Lee,open,0.021929094249156178,,,,,,0.021929094249156178,,
Harris English,open,0.021332069850596866,,,,,,0.021332069850596866,,
Shane Lowry,open,0.01645501215272034,,,,,,0.01645501215272034,,
Xander Schauffele,open,0.01624069096094044,,,,,,0.01624069096094044,,
Bryson DeChambeau,open,0.013504579923531428,,,,,,0.013504579923531428,,
Keegan Bradley,open,0.013322800759308324,,,,,,0.013322800759308324,,
Sam Burns,open,0.012187882204080125,,,,,,0.012187882204080125,,
Niklas Norgaard,open,0.011486041886128751,,,,,,0.011486041886128751,,
Maverick McNealy,open,0.011312661868424199,,,,,,0.011312661868424199,,
Justin Rose,open,0.011249882671861696,,,,,,0.011249882671861696,,
Matt McCarty,open,0.011085574778607681,,,,,,0.011085574778607681,,
Robert MacIntyre,open,0.010967139045706268,,,,,,0.010967139045706268,,
Pierceson Coody,open,0.010774683080579193,,,,,,0.010774683080579193,,
Tyrrell Hatton,open,0.009956772889184534,,,,,,0.009956772889184534,,
Victor Perez,open,0.009661395035388572,,,,,,0.009661395035388572,,
Paul Casey,open,0.009508784563144568,,,,,,0.009508784563144568,,
Alex Smalley,open,0.009392975619975449,,,,,,0.009392975619975449,,
Cameron Young,open,0.009041984545224813,,,,,,0.009041984545224813,,
Nick Taylor,open,0.008634945438585747,,,,,,0.008634945438585747,,
Hideki Matsuyama,open,0.008553803797810932,,,,,,0.008553803797810932,,
Matt Kuchar,open,0.008002743673176554,,,,,,0.008002743673176554,,
Thriston Lawrence,open,0.007988018093533212,,,,,,0.007988018093533212,,
Max McGreevy,open,0.007583926804215213,,,,,,0.007583926804215213,,
Max Greyserman,open,0.007530227047777018,,,,,,0.007530227047777018,,
Sepp Straka,open,0.007409370583293401,,,,,,0.007409370583293401,,
Scott Stallings,open,0.007394135115881004,,,,,,0.007394135115881004,,
Si Woo Kim,open,0.007158036467313876,,,,,,0.007158036467313876,,
Cameron Tringale,open,0.006871600381110197,,,,,,0.006871600381110197,,
Michael Thorbjornsen,open,0.006862706795653273,,,,,,0.006862706795653273,,
Jesper Svensson,open,0.006618655205929727,,,,,,0.006618655205929727,,
Tom Hoge,open,0.00634847913564992,,,,,,0.00634847913564992,,
Matt Wallace,open,0.006170679432051273,,,,,,0.006170679432051273,,
Kevin Roy,open,0.005914314114504816,,,,,,0.005914314114504816,,
Steven Fisk,open,0.0054153605578293445,,,,,,0.0054153605578293445,,
